    4    5      1035
    1    1    1    1        0.7101665025
    1    1    2    1       -0.0000000000
    1    1    3    1       -0.0000000000
    1    1    4    1       -0.0000001264
    1    1    5    1       -0.0000002334
    1    1    6    1       -0.0000928462
    1    1    7    1        0.0002166894
    1    1    8    1       -0.1950552961
    1    1    9    1       -0.0005912165
    1    1    2    2        0.6692219830
    1    1    3    2       -0.0000000000
    1    1    4    2       -0.0000000005
    1    1    5    2        0.0000004272
    1    1    6    2       -0.0000056608
    1    1    7    2        0.0000002278
    1    1    8    2        0.0000004795
    1    1    9    2       -0.0000012288
    1    1    3    3        0.6692219830
    1    1    4    3        0.0000000010
    1    1    5    3       -0.0000003626
    1    1    6    3        0.0000039901
    1    1    7    3       -0.0000001384
    1    1    8    3       -0.0000004511
    1    1    9    3        0.0000016638
    1    1    4    4        0.7057466073
    1    1    5    4       -0.0091681906
    1    1    6    4        0.0000272578
    1    1    7    4       -0.0000005503
    1    1    8    4       -0.0001656391
    1    1    9    4        0.0668388579
    1    1    5    5        0.7487858864
    1    1    6    5        0.0000706742
    1    1    7    5       -0.0000012321
    1    1    8    5       -0.0003996357
    1    1    9    5        0.1806933765
    1    1    6    6        0.6991329713
    1    1    7    6        0.0000007961
    1    1    8    6       -0.0000810316
    1    1    9    6       -0.0000733946
    1    1    7    7        0.6991794463
    1    1    8    7        0.0001905710
    1    1    9    7        0.0000021841
    1    1    8    8        0.6142709839
    1    1    9    8        0.0001192602
    1    1    9    9        0.6326567471
    2    1    2    1        0.0642824513
    2    1    3    1       -0.0000000000
    2    1    4    1       -0.0000000148
    2    1    5    1        0.0000000037
    2    1    6    1       -0.0000003680
    2    1    7    1        0.0000000695
    2    1    8    1        0.0000004043
    2    1    9    1        0.0000001804
    2    1    2    2       -0.0000000000
    2    1    3    2       -0.0000000000
    2    1    4    2        0.0000000175
    2    1    5    2        0.0000000553
    2    1    6    2       -0.0000119020
    2    1    7    2        0.0000261423
    2    1    8    2       -0.0202856342
    2    1    9    2        0.0001372563
    2    1    3    3       -0.0000000000
    2    1    4    3        0.0000000000
    2    1    5    3        0.0000000000
    2    1    6    3        0.0000005357
    2    1    7    3        0.0000009405
    2    1    8    3       -0.0000000022
    2    1    9    3        0.0000000002
    2    1    4    4       -0.0000000000
    2    1    5    4        0.0000000923
    2    1    6    4       -0.0282078107
    2    1    7    4       -0.0503136544
    2    1    8    4       -0.0000435673
    2    1    9    4        0.0000105922
    2    1    5    5        0.0000001941
    2    1    6    5       -0.0316899208
    2    1    7    5       -0.0565216244
    2    1    8    5       -0.0000520142
    2    1    9    5        0.0000132775
    2    1    6    6       -0.0000085797
    2    1    7    6       -0.0000076896
    2    1    8    6        0.0000240744
    2    1    9    6       -0.0100767806
    2    1    7    7        0.0000000758
    2    1    8    7        0.0000405384
    2    1    9    7       -0.0179783207
    2    1    8    8       -0.0000001305
    2    1    9    8       -0.0000203718
    2    1    9    9        0.0000117673
    3    1    3    1        0.0642824513
    3    1    4    1        0.0000000279
    3    1    5    1        0.0000000270
    3    1    6    1        0.0000002630
    3    1    7    1       -0.0000000396
    3    1    8    1       -0.0000003858
    3    1    9    1        0.0000006944
    3    1    2    2       -0.0000000000
    3    1    3    2       -0.0000000000
    3    1    4    2        0.0000000000
    3    1    5    2        0.0000000000
    3    1    6    2        0.0000005065
    3    1    7    2        0.0000009218
    3    1    8    2       -0.0000000022
    3    1    9    2        0.0000000002
    3    1    3    3       -0.0000000000
    3    1    4    3        0.0000000175
    3    1    5    3        0.0000000553
    3    1    6    3       -0.0000117558
    3    1    7    3        0.0000273366
    3    1    8    3       -0.0202856342
    3    1    9    3        0.0001372560
    3    1    4    4       -0.0000000000
    3    1    5    4       -0.0000000802
    3    1    6    4       -0.0503101392
    3    1    7    4        0.0282096288
    3    1    8    4        0.0000566357
    3    1    9    4        0.0000200576
    3    1    5    5       -0.0000001687
    3    1    6    5       -0.0565207879
    3    1    7    5        0.0316902932
    3    1    8    5        0.0000675897
    3    1    9    5        0.0000251545
    3    1    6    6       -0.0000147697
    3    1    7    6        0.0000042358
    3    1    8    6        0.0000396183
    3    1    9    6       -0.0179722370
    3    1    7    7       -0.0000000327
    3    1    8    7       -0.0000227266
    3    1    9    7        0.0100799882
    3    1    8    8        0.0000000942
    3    1    9    8        0.0000260917
    3    1    9    9        0.0000221394
    4    1    4    1        0.0780090339
    4    1    5    1        0.1467962003
    4    1    6    1        0.0000199037
    4    1    7    1       -0.0000000762
    4    1    8    1       -0.0001162817
    4    1    9    1        0.0501399965
    4    1    2    2        0.0000000980
    4    1    3    2        0.0000000000
    4    1    4    2        0.0000000000
    4    1    5    2        0.0000001986
    4    1    6    2       -0.0611154234
    4    1    7    2       -0.1090094183
    4    1    8    2       -0.0000952049
    4    1    9    2        0.0000233685
    4    1    3    3        0.0000000980
    4    1    4    3        0.0000000000
    4    1    5    3       -0.0000001727
    4    1    6    3       -0.1090026802
    4    1    7    3        0.0611189035
    4    1    8    3        0.0001237748
    4    1    9    3        0.0000442695
    4    1    4    4        0.0000001256
    4    1    5    4        0.0000000271
    4    1    6    4       -0.0000144356
    4    1    7    4        0.0000327114
    4    1    8    4       -0.0245008610
